,tether_open,time,tether_close,btc_open,btc_close,tether_peg,tether_change,btc_change,btc change/tether change,btc_direction,tether_direction,btc_direction_limit,tether_direction_limit
0,1.01,2018-12-30,1.008,3797.06,3896.21,0.008999999999999897,-0.19821605550049576,2.5775775450491167,-13.00387871477278,1,-1,1,0
1,1.008,2018-12-31,0.9991,3896.21,3747.39,0.003549999999999942,-0.8868516765482556,-3.893976660212469,4.390786828490129,-1,-1,-1,0
2,0.9991,2019-01-01,1.005,3747.39,3880.15,0.0020499999999998852,0.5887929744024656,3.481069912448843,5.912213738592235,1,1,1,0
3,1.005,2019-01-02,1.007,3880.15,3961.01,0.005999999999999783,0.1988071570576543,2.0624499436307926,10.374123216462875,1,1,1,0
4,1.007,2019-01-03,1.005,3961.01,3835.86,0.005999999999999783,-0.1988071570576543,-3.2102625797275084,16.14762077602935,-1,-1,-1,0
5,1.005,2019-01-04,1.006,3835.86,3874.06,0.00550000000000006,0.09945300845351683,0.9909311640068851,9.963812854088117,1,1,0,0
6,1.006,2019-01-05,1.005,3874.06,3855.39,0.00550000000000006,-0.09945300845351683,-0.48308741242908804,4.857443931973937,-1,-1,0,0
7,1.005,2019-01-06,1.011,3855.39,4102.85,0.008000000000000007,0.5952380952380957,6.218962986791062,10.447857817808975,1,1,1,0
8,1.011,2019-01-07,1.006,4102.85,4050.4,0.008499999999999952,-0.4957858205255224,-1.2866035016711195,2.5950792628707036,-1,-1,-1,0
9,1.006,2019-01-08,1.006,4050.4,4040.75,0.006000000000000005,0.0,-0.2385322234787414,-inf,-1,0,0,0
10,1.006,2019-01-09,1.007,4040.75,4048.34,0.00649999999999995,0.09935419771484252,0.18766016943809863,1.8887996053946705,1,1,0,0
11,1.007,2019-01-10,1.01,4048.34,3668.15,0.008499999999999952,0.29747149231533104,-9.85396209934828,-33.125735923974545,-1,1,-1,0
12,1.01,2019-01-11,1.008,3668.15,3669.2,0.008999999999999897,-0.19821605550049576,0.02862068730535485,-0.14439136745551506,1,-1,0,0
13,1.008,2019-01-12,1.008,3669.2,3664.38,0.008000000000000007,0.0,-0.13145012395036829,-inf,-1,0,0,0
14,1.008,2019-01-13,1.008,3664.38,3551.24,0.008000000000000007,0.0,-3.1359744554175615,-inf,-1,0,-1,0
15,1.008,2019-01-14,1.009,3551.24,3703.9,0.008499999999999952,0.09915716410509567,4.2083267862508595,42.44097563934459,1,1,1,0
16,1.009,2019-01-15,1.006,3703.9,3621.24,0.00749999999999984,-0.29776674937964187,-2.256885192637965,7.579372771942773,-1,-1,-1,0
17,1.006,2019-01-16,1.003,3621.24,3643.99,0.0044999999999999485,-0.29865604778497895,0.626270606711694,-2.096962748139576,1,-1,0,0
18,1.003,2019-01-17,1.005,3643.99,3685.3,0.0040000000000000036,0.19920318725099617,1.1272578926471841,5.65883462108886,1,1,1,0
19,1.005,2019-01-18,1.002,3685.3,3648.05,0.0034999999999998366,-0.298953662182351,-1.015906782030041,3.398208185890609,-1,-1,-1,0
20,1.002,2019-01-19,1.004,3648.05,3729.78,0.0030000000000001137,0.1994017946161517,2.2155566067529344,11.111016382865957,1,1,1,0
21,1.004,2019-01-20,1.0,3729.78,3567.73,0.0020000000000000018,-0.39920159680638756,-4.441240916422181,11.125308495637555,-1,-1,-1,0
22,1.0,2019-01-21,1.002,3567.73,3571.92,0.0009999999999998899,0.19980019980020003,0.1173727003424553,0.5874503652139881,1,1,0,0
23,1.002,2019-01-22,1.001,3571.92,3602.04,0.0015000000000000568,-0.09985022466301667,0.8397035946673773,-8.409631500592843,1,-1,0,0
24,1.001,2019-01-23,1.001,3602.04,3572.05,0.0009999999999998899,0.0,-0.8360642255672784,-inf,-1,0,0,0
25,1.001,2019-01-24,1.001,3572.05,3598.52,0.0009999999999998899,0.0,0.7382955608828811,inf,1,0,0,0
26,1.001,2019-01-25,0.9976,3598.52,3582.89,-0.0007000000000000339,-0.34023816671668644,-0.43529056271679545,1.2793701744791564,-1,-1,0,0
27,0.9976,2019-01-26,0.9966,3582.89,3596.5,-0.0028999999999999027,-0.10029084344599347,0.37914084622788646,-3.7804133777382525,1,-1,0,0
28,0.9966,2019-01-27,0.9942,3596.5,3565.08,-0.0045999999999999375,-0.24110910186860243,-0.8774600018431709,3.639265357644447,-1,-1,0,0
29,0.9942,2019-01-28,0.999,3565.08,3453.42,-0.0034000000000000696,0.48163756773028565,-3.181876469331049,-6.606371019448554,-1,1,-1,0
30,0.999,2019-01-29,0.995,3453.42,3418.25,-0.0030000000000000027,-0.40120361083249784,-1.0236230785238543,2.5513805232207045,-1,-1,-1,0
31,0.995,2019-01-30,0.9933,3418.25,3467.21,-0.005850000000000022,-0.17100035205955186,1.4221272071873203,-8.316516253089679,1,-1,1,0
32,0.9933,2019-01-31,0.994,3467.21,3434.13,-0.006350000000000078,0.07044734061289527,-0.9586544062457415,-13.608099296657642,-1,1,0,0
33,0.994,2019-02-01,0.9915,3434.13,3461.63,-0.007249999999999979,-0.2518257365902742,0.7975915635114911,-3.167236098704198,1,-1,0,0
34,0.9915,2019-02-02,0.9899,3461.63,3508.68,-0.009299999999999975,-0.16150196830524335,1.3500116924498258,-8.359103648187524,1,-1,1,0
35,0.9899,2019-02-03,0.9882,3508.68,3449.62,-0.010950000000000015,-0.17188210909458926,-1.6975410660649857,9.876194067009056,-1,-1,-1,0
36,0.9882,2019-02-04,0.9851,3449.62,3431.24,-0.013349999999999973,-0.3141944965286567,-0.5342355461381313,1.7003338761199636,-1,-1,0,0
37,0.9851,2019-02-05,0.9881,3431.24,3447.66,-0.013400000000000079,0.30407459963511074,0.47740191018913125,1.5700157486419883,1,1,0,0
38,0.9881,2019-02-06,0.9884,3447.66,3394.89,-0.011750000000000038,0.030356691120664504,-1.5424074358243633,-50.80947161511983,-1,1,-1,0
39,0.9884,2019-02-07,0.9885,3394.89,3375.33,-0.01154999999999995,0.01011684961304062,-0.5778246497159604,-57.11507750111698,-1,1,0,0
40,0.9885,2019-02-08,0.9895,3375.33,3660.03,-0.010999999999999899,0.10111223458038429,8.093402469809655,80.04375042641745,1,1,1,0
41,0.9895,2019-02-09,0.9889,3660.03,3652.26,-0.01079999999999992,-0.060655074807930136,-0.21251892362037011,3.503728654087573,-1,-1,0,0
42,0.9889,2019-02-10,0.9918,3652.26,3685.14,-0.009649999999999936,0.2928257686676441,0.8962302723035314,3.0606263799165454,1,1,0,0
43,0.9918,2019-02-11,0.9877,3685.14,3611.34,-0.010249999999999981,-0.41424602172265645,-2.022893230708499,4.883313597789611,-1,-1,-1,0
44,0.9877,2019-02-12,0.9883,3611.34,3617.41,-0.01200000000000001,0.06072874493926457,0.16794051530346765,2.7654204853307385,1,1,0,0
45,0.9883,2019-02-13,0.9891,3617.41,3605.87,-0.011300000000000088,0.08091433195104915,-0.31952243302211636,-3.9488978691119674,-1,1,0,0
46,0.9891,2019-02-14,0.9903,3605.87,3588.72,-0.010299999999999976,0.1212488632919045,-0.4767471113711856,-3.9319718010339226,-1,1,0,0
47,0.9903,2019-02-15,0.9901,3588.72,3593.49,-0.009800000000000031,-0.020197939810137143,0.13282819633511084,-6.576324000552061,1,-1,0,0
48,0.9901,2019-02-16,0.9899,3593.49,3617.24,-0.010000000000000009,-0.020202020202017976,0.6587405158700992,-32.6076555355735,1,-1,0,0
49,0.9899,2019-02-17,0.9889,3617.24,3670.92,-0.010599999999999943,-0.10107135637760266,1.4730741366819688,-14.57459550833139,1,-1,1,0
50,0.9889,2019-02-18,0.992,3670.92,3912.57,-0.009549999999999947,0.3129890453834107,6.373055150069431,20.361911204471888,1,1,1,0
51,0.992,2019-02-19,0.9921,3912.57,3924.24,-0.007950000000000013,0.010080137089863312,0.2978252630853528,29.545755224385676,1,1,0,0
52,0.9921,2019-02-20,0.991,3924.24,3974.05,-0.008450000000000069,-0.11093742120921687,1.261285670695819,-11.369343697985917,1,-1,1,0
53,0.991,2019-02-21,0.9896,3974.05,3937.04,-0.009700000000000042,-0.1413713016257656,-0.9356485642307246,6.618376951126537,-1,-1,0,0
54,0.9896,2019-02-22,0.9929,3937.04,3983.53,-0.008750000000000036,0.3329129886506905,1.1739054133730336,3.526162851533425,1,1,1,0
55,0.9929,2019-02-23,0.9984,3983.53,4149.09,-0.004350000000000076,0.5524029528448702,4.071504631963621,7.370533794208393,1,1,1,0
56,0.9984,2019-02-24,0.9971,4149.09,3771.62,-0.0022500000000000853,-0.1302931596091173,-9.531216267228576,73.15208485098113,-1,-1,-1,0
57,0.9971,2019-02-25,0.996,3771.62,3845.51,-0.003449999999999953,-0.11038081380763533,1.940100799119887,-17.57643137602674,1,-1,1,0
58,0.996,2019-02-26,0.9967,3845.51,3817.88,-0.003649999999999931,0.0702564359913719,-0.7210907966317807,-10.263697360343427,-1,1,0,0
59,0.9967,2019-02-27,0.9943,3817.88,3830.72,-0.0044999999999999485,-0.2410848819688668,0.3357477185367176,-1.3926535575137198,1,-1,0,0
60,0.9943,2019-02-28,0.995,3830.72,3823.37,-0.005349999999999966,0.07037651435178545,-0.19205418279638492,-2.728952755977357,-1,1,0,0
61,0.995,2019-03-01,0.9954,3823.37,3831.48,-0.0048000000000000265,0.04019292604501165,0.2118918071549443,5.271868162015594,1,1,0,0
62,0.9954,2019-03-02,0.9968,3831.48,3842.94,-0.0039000000000000146,0.14054813773718178,0.29865449115372983,2.124926704558685,1,1,0,0
63,0.9968,2019-03-03,0.9942,3842.94,3812.31,-0.0044999999999999485,-0.2611752887996029,-0.8002351327520357,3.063977210210143,-1,-1,0,0
64,0.9942,2019-03-04,0.9959,3812.31,3731.28,-0.00495000000000001,0.1708456861464283,-2.148313999037587,-12.574587322013569,-1,1,-1,0
65,0.9959,2019-03-05,0.997,3731.28,3874.18,-0.003549999999999942,0.110391891213808,3.7578266140378,34.040784814163636,1,1,1,0
66,0.997,2019-03-06,0.996,3874.18,3874.98,-0.0035000000000000586,-0.10035122930255906,0.020647399201982716,-0.20575133304775756,1,-1,0,0
67,0.996,2019-03-07,0.9953,3874.98,3882.61,-0.004350000000000076,-0.07030583036207845,0.19671057635167905,-2.7979269334934243,1,-1,0,0
68,0.9953,2019-03-08,0.9934,3882.61,3868.02,-0.005650000000000044,-0.19107959973852395,-0.3764855244025362,1.9703072694192596,-1,-1,0,0
69,0.9934,2019-03-09,0.9944,3868.02,3947.74,-0.006099999999999994,0.10061374383740827,2.039980756829785,20.275368742131217,1,1,1,0
70,0.9944,2019-03-10,0.9952,3947.74,3929.84,-0.0052000000000000934,0.08041817450744099,-0.45445428672256294,-5.651139055394908,-1,1,0,0
71,0.9952,2019-03-11,0.995,3929.84,3874.89,-0.0049000000000000155,-0.02009848256456416,-1.4081204602849882,70.0610335014873,-1,-1,-1,0
72,0.995,2019-03-12,0.9945,3874.89,3888.57,-0.005249999999999977,-0.050263885398335754,0.35242018378404194,-7.011399556384287,1,-1,0,0
73,0.9945,2019-03-13,0.9957,3888.57,3878.44,-0.004899999999999904,0.1205908953873961,-0.2608468381011511,-2.163072404953834,-1,1,0,0
74,0.9957,2019-03-14,0.9944,3878.44,3881.44,-0.00495000000000001,-0.13064670117080335,0.07732078331108212,-0.591831118720674,1,-1,0,0
75,0.9944,2019-03-15,0.9947,3881.44,3927.08,-0.005449999999999955,0.03016439595797878,1.1689795249291766,38.75361955060035,1,1,1,0
76,0.9947,2019-03-16,0.9959,3927.08,4027.01,-0.0046999999999999265,0.12056666331759056,2.5126695825669634,20.840500296074524,1,1,1,0
77,0.9959,2019-03-17,0.9953,4027.01,3998.0,-0.0043999999999999595,-0.06026516673363247,-0.7229897532838019,11.996809972821655,-1,-1,0,0
78,0.9953,2019-03-18,0.9954,3998.0,3988.85,-0.004650000000000043,0.01004671723514231,-0.22912662689295757,-22.806118807793045,-1,1,0,0
79,0.9954,2019-03-19,0.9958,3988.85,4024.14,-0.0043999999999999595,0.04017677782242537,0.8808197689002474,21.923604047923487,1,1,0,0
80,0.9958,2019-03-20,0.997,4024.14,4056.75,-0.0036000000000000476,0.1204335608189461,0.8070893181320405,6.701531638223161,1,1,0,0
81,0.997,2019-03-21,0.9975,4056.75,3996.93,-0.00275000000000003,0.050137879167716816,-1.4855320797449156,-29.62893733050903,-1,1,-1,0
82,0.9975,2019-03-22,0.9975,3996.93,4000.84,-0.0024999999999999467,0.0,0.09777725540995326,inf,1,0,0,0
83,0.9975,2019-03-23,0.9956,4000.84,4007.21,-0.003449999999999953,-0.19065776930410042,0.15908991577225143,-0.8344266082254531,1,-1,0,0
84,0.9956,2019-03-24,0.995,4007.21,3994.11,-0.0046999999999999265,-0.06028333165880085,-0.3274459714147143,5.431782922484014,-1,-1,0,0
85,0.995,2019-03-25,0.9935,3994.11,3924.55,-0.005749999999999922,-0.1508674880563184,-1.7568629035720675,11.645072945843944,-1,-1,-1,0
86,0.9935,2019-03-26,0.9944,3924.55,3942.22,-0.00605,0.09054781427636209,0.44923138721481926,4.96126152580243,1,1,0,0
87,0.9944,2019-03-27,0.9965,3942.22,4045.98,-0.004550000000000054,0.210959867396665,2.5978318019078195,12.314341272423874,1,1,1,0
88,0.9965,2019-03-28,0.9958,4045.98,4036.45,-0.003849999999999909,-0.07027054158510605,-0.23582016794454638,3.3558894328278357,-1,-1,0,0
89,0.9958,2019-03-29,0.9966,4036.45,4111.38,-0.0038000000000000256,0.08030515960650701,1.8392627239400008,22.903419069862206,1,1,1,0
90,0.9966,2019-03-30,0.9968,4111.38,4118.13,-0.0032999999999999696,0.020066218521117486,0.1640437887553451,8.175122212623522,1,1,0,0
91,0.9968,2019-03-31,0.9975,4118.13,4112.69,-0.002850000000000019,0.0702000702000736,-0.13218610053434554,-1.882991002111661,-1,1,0,0
92,0.9975,2019-04-01,0.998,4112.69,4151.32,-0.0022499999999999742,0.050112753695810065,0.934897223018852,18.655874085343246,1,1,0,0
93,0.998,2019-04-02,1.008,4151.32,4906.93,0.0030000000000001137,0.9970089730807584,16.68335495266747,16.733405017525463,1,1,1,0
94,1.008,2019-04-03,1.006,4906.93,4976.59,0.007000000000000117,-0.19860973187686212,1.4096192449653535,-7.097432898400549,1,-1,1,0
95,1.006,2019-04-04,1.002,4976.59,4913.36,0.0040000000000000036,-0.39840637450199234,-1.278671782971612,3.209466175258744,-1,-1,-1,0
96,1.002,2019-04-05,1.006,4913.36,5047.23,0.0040000000000000036,0.39840637450199234,2.687993381918137,6.7468633886145195,1,1,1,0
97,1.006,2019-04-06,1.0,5047.23,5057.25,0.0030000000000001137,-0.5982053838484551,0.1983278704099654,-0.33153809003532525,1,-1,0,0
98,1.0,2019-04-07,1.003,5057.25,5201.16,0.0015000000000000568,0.29955067398900564,2.805697959040433,9.366355019930317,1,1,1,0
99,1.003,2019-04-08,1.006,5201.16,5294.09,0.0044999999999999485,0.29865604778497895,1.7708963578761876,5.92955130495521,1,1,1,0
100,1.006,2019-04-09,1.006,5294.09,5201.3,0.006000000000000005,0.0,-1.7682048975788411,-inf,-1,0,-1,0
101,1.006,2019-04-10,1.002,5201.3,5318.6,0.0040000000000000036,-0.39840637450199234,2.2300592210952606,-5.597448644949099,1,-1,1,0
102,1.002,2019-04-11,1.004,5318.6,5048.56,0.0030000000000001137,0.1994017946161517,-5.2095270064318475,-26.125777937255695,-1,1,-1,0
103,1.004,2019-04-12,1.003,5048.56,5081.5,0.0034999999999998366,-0.09965122072746507,0.6503416564166371,-6.526178522140222,1,-1,0,0
104,1.003,2019-04-13,1.003,5081.5,5080.66,0.0029999999999998916,0.0,-0.016531918411049337,-inf,-1,0,0,0
105,1.003,2019-04-14,1.004,5080.66,5165.59,0.0034999999999998366,0.09965122072746507,1.6577772355739964,16.63579455898319,1,1,1,0
106,1.004,2019-04-15,1.0,5165.59,5037.27,0.0020000000000000018,-0.39920159680638756,-2.5153731404723714,6.301009716883285,-1,-1,-1,0
107,1.0,2019-04-16,1.003,5037.27,5212.81,0.0015000000000000568,0.29955067398900564,3.425143998876105,11.434272382915145,1,1,1,0
108,1.003,2019-04-17,1.003,5212.81,5236.26,0.0029999999999998916,0.0,0.4488437726993851,inf,1,0,0,0
109,1.003,2019-04-18,1.003,5236.26,5289.75,0.0029999999999998916,0.0,1.0163395246631874,inf,1,0,1,0
110,1.003,2019-04-19,1.003,5289.75,5295.53,0.0029999999999998916,0.0,0.10920825901628951,inf,1,0,0,0
111,1.003,2019-04-20,1.003,5295.53,5326.18,0.0029999999999998916,0.0,0.5771198799440118,inf,1,0,0,0
112,1.003,2019-04-21,1.004,5326.18,5305.74,0.0034999999999998366,0.09965122072746507,-0.3845025169489708,-3.85848275758249,-1,1,0,0
113,1.004,2019-04-22,1.004,5305.74,5394.67,0.0040000000000000036,0.0,1.6621792996717004,inf,1,0,1,0
114,1.004,2019-04-23,1.005,5394.67,5539.1,0.0044999999999999485,0.09955201592831159,2.6419066799466293,26.537952600066813,1,1,1,0
115,1.005,2019-04-24,1.003,5539.1,5454.58,0.0040000000000000036,-0.19920318725099617,-1.5376106999658066,7.718805713828343,-1,-1,-1,0
116,1.003,2019-04-25,0.981,5454.58,5162.67,-0.008000000000000007,-2.2177419354838617,-5.498787350773503,2.479453205439699,-1,-1,-1,-1
117,0.981,2019-04-26,0.9708,5162.67,5234.09,-0.02410000000000001,-1.0451890562557626,1.373889557900732,-1.3144890387797314,1,-1,1,-1
118,0.9708,2019-04-27,0.976,5234.09,5229.48,-0.026599999999999957,0.5342099856174216,-0.08811524173872937,-0.1649449544393836,-1,1,0,0
119,0.976,2019-04-28,0.9702,5233.47,5272.45,-0.026900000000000035,-0.5960332956530703,0.7420578112150019,-1.2449938898160604,1,-1,0,0
120,0.9702,2019-04-29,0.9835,5272.45,5237.96,-0.023150000000000004,1.3615191687567272,-0.656301704690869,-0.4820363309979482,-1,1,0,1
121,0.9835,2019-04-30,0.9896,5237.96,5350.64,-0.013449999999999962,0.6183163549744052,2.128326690969539,3.442132290124591,1,1,1,0
122,0.9896,2019-05-01,0.9865,5350.64,5389.54,-0.011949999999999905,-0.31374930418501,0.72438264535603,-2.3087944282065402,1,-1,0,0
123,0.9865,2019-05-02,0.9807,5389.54,5500.72,-0.01639999999999997,-0.5896705978039881,2.04182452944191,-3.462652770963885,1,-1,1,0
124,0.9807,2019-05-03,0.983,5500.72,5753.38,-0.01815,0.23425166777002276,4.4900969424476385,19.167833404096843,1,1,1,0
125,0.983,2019-05-04,0.9905,5753.38,5840.08,-0.013249999999999984,0.760070939954402,1.4956708351087566,1.9678042620580714,1,1,1,0
126,0.9905,2019-05-05,0.9908,5840.08,5794.14,-0.00934999999999997,0.030283147428452728,-0.7897392347746492,-26.07850576431975,-1,1,0,0
127,0.9908,2019-05-06,0.99,5794.14,5748.17,-0.009600000000000053,-0.08077544426494578,-0.7965476581377602,9.861260007745187,-1,-1,0,0
128,0.99,2019-05-07,0.9852,5748.17,5819.57,-0.012399999999999967,-0.4860267314702335,1.2344675796655118,-2.5399170451617765,1,-1,1,0
129,0.9852,2019-05-08,0.9917,5819.57,5998.71,-0.01154999999999995,0.6575952248469888,3.0315748146092383,4.610092500769959,1,1,1,0
130,0.9917,2019-05-09,0.9946,5998.71,6171.96,-0.006850000000000023,0.2920002013794506,2.847008422708035,9.75002212073266,1,1,1,0
131,0.9946,2019-05-10,0.9945,6171.96,6358.29,-0.005449999999999955,-0.010054798652655872,2.9740827198180395,-295.78739689953574,1,-1,1,0
132,0.9945,2019-05-11,1.004,6358.29,7191.36,-0.0007500000000000284,0.9507130347760774,12.29655378552213,12.934033021245314,1,1,1,0
133,1.004,2019-05-12,1.001,7191.36,6977.63,0.0024999999999999467,-0.29925187032420086,-3.016869939212316,10.081373713534107,-1,-1,-1,0
134,1.001,2019-05-13,1.002,6977.63,7806.36,0.0015000000000000568,0.09985022466301667,11.211181825745276,112.27998598482637,1,1,1,0
135,1.002,2019-05-14,0.9986,7806.36,7980.13,0.00029999999999996696,-0.33989803059081863,2.201502677289257,-6.476950376742561,1,-1,1,0
136,0.9986,2019-05-15,1.004,7980.13,8183.83,0.0013000000000000789,0.5392989114151563,2.520421975802957,4.673515785873184,1,1,1,0
137,1.004,2019-05-16,1.0,8183.83,7874.11,0.0020000000000000018,-0.39920159680638756,-3.8575309161698232,9.663114945005399,-1,-1,-1,0
138,1.0,2019-05-17,1.002,7874.11,7371.96,0.0009999999999998899,0.19980019980020003,-6.587271342713233,-32.9692930702797,-1,1,-1,0
139,1.002,2019-05-18,1.003,7371.96,7266.08,0.0024999999999999467,0.09975062344138554,-1.446641763514789,-14.502583679237356,-1,1,-1,0
140,1.003,2019-05-19,1.005,7266.08,8193.14,0.0040000000000000036,0.19920318725099617,11.993619341726161,60.20796909546528,1,1,1,0
141,1.005,2019-05-20,1.006,8193.14,7998.29,0.00550000000000006,0.09945300845351683,-2.4068287977034695,-24.20066356090568,-1,1,-1,0
142,1.006,2019-05-21,1.004,7998.29,7947.93,0.004999999999999893,-0.1990049751243783,-0.631623042953122,3.173905790839435,-1,-1,0,0
143,1.004,2019-05-22,1.0,7947.93,7626.89,0.0020000000000000018,-0.39920159680638756,-4.1225516570978025,10.326991901029986,-1,-1,-1,0
144,1.0,2019-05-23,1.004,7626.89,7876.5,0.0020000000000000018,0.39920159680638756,3.2200699330920486,8.066275182395575,1,1,1,0
145,1.004,2019-05-24,1.003,7876.5,7996.4,0.0034999999999998366,-0.09965122072746507,1.5107510284825034,-15.160386570820224,1,-1,1,0
146,1.003,2019-05-25,1.005,7996.4,8059.13,0.0040000000000000036,0.19920318725099617,0.7814130084774589,3.9226933025568402,1,1,0,0
147,1.005,2019-05-26,1.01,8059.13,8726.23,0.00749999999999984,0.49627791563276585,7.948593297969175,16.016415495407518,1,1,1,0
148,1.01,2019-05-27,1.002,8726.23,8785.17,0.006000000000000005,-0.7952286282306171,0.673161483376549,-0.8465005653460095,1,-1,0,0
149,1.002,2019-05-28,1.001,8785.17,8718.85,0.0015000000000000568,-0.09985022466301667,-0.7577687868272511,7.589054400074071,-1,-1,0,0
150,1.001,2019-05-29,1.002,8718.85,8664.56,0.0015000000000000568,0.09985022466301667,-0.6246185299662249,-6.255554577611042,-1,1,0,0
151,1.002,2019-05-30,1.001,8664.56,8276.25,0.0015000000000000568,-0.09985022466301667,-4.584314445413171,45.91190917080777,-1,-1,-1,0
152,1.001,2019-05-31,1.0,8276.25,8550.67,0.0004999999999999449,-0.09995002498749525,3.261678310706892,-32.633091498626044,1,-1,1,0
153,1.0,2019-06-01,1.001,8550.67,8555.87,0.0004999999999999449,0.09995002498749525,0.06079546185260991,0.6082585958354291,1,1,0,0
154,1.001,2019-06-02,1.0,8555.87,8737.91,0.0004999999999999449,-0.09995002498749525,2.1052655926003347,-21.063182253968666,1,-1,1,0
155,1.0,2019-06-03,0.9994,8737.91,8114.49,-0.00029999999999996696,-0.060018005401624976,-7.398590111794166,123.27284224600125,-1,-1,-1,0
156,0.9994,2019-06-04,0.998,8114.49,7677.47,-0.0013000000000000789,-0.14018223690797607,-5.534715133523636,39.48228574178732,-1,-1,-1,0
157,0.998,2019-06-05,1.002,7677.47,7791.29,0.0,0.40000000000000036,1.4716111698675227,3.6790279246688034,1,1,1,0
158,1.002,2019-06-06,1.002,7791.29,7807.36,0.0020000000000000018,0.0,0.2060434717106892,inf,1,0,0,0
159,1.002,2019-06-07,1.002,7807.36,8002.63,0.0020000000000000018,0.0,2.4702102910881085,inf,1,0,1,0
160,1.002,2019-06-08,1.004,8002.63,7933.78,0.0030000000000001137,0.1994017946161517,-0.8640590948651593,-4.333256360748771,-1,1,0,0
161,1.004,2019-06-09,1.002,7933.78,7643.44,0.0030000000000001137,-0.1994017946161517,-3.7277511648419956,18.694672091682595,-1,-1,-1,0
162,1.002,2019-06-10,1.004,7643.44,8021.0,0.0030000000000001137,0.1994017946161517,4.820600034217635,24.17530917160142,1,1,1,0
163,1.004,2019-06-11,1.003,8021.0,7917.32,0.0034999999999998366,-0.09965122072746507,-1.3010154144226027,13.055689683729355,-1,-1,-1,0
164,1.003,2019-06-12,1.004,7917.32,8174.14,0.0034999999999998366,0.09965122072746507,3.1920037087995823,32.03175721780022,1,1,1,0
165,1.004,2019-06-13,1.002,8174.14,8235.57,0.0030000000000001137,-0.1994017946161517,0.7487030544720095,-3.7547458181771245,1,-1,0,0
166,1.002,2019-06-14,1.005,8235.57,8693.96,0.0034999999999998366,0.298953662182351,5.415271422183598,18.114082907204786,1,1,1,0
167,1.005,2019-06-15,1.004,8693.96,8853.56,0.0044999999999999485,-0.09955201592831159,1.8190604712232883,-18.272462433439944,1,-1,1,0
168,1.004,2019-06-16,1.002,8853.56,8979.18,0.0030000000000001137,-0.1994017946161517,1.40886930443668,-7.065479561749944,1,-1,1,0
169,1.002,2019-06-17,1.003,8979.18,9336.01,0.0024999999999999467,0.09975062344138554,3.896547073767729,39.062884414525776,1,1,1,0
170,1.003,2019-06-18,0.9997,9336.01,9081.71,0.0013499999999999623,-0.32955510061415677,-2.7614710181282054,8.379390921220596,-1,-1,-1,0
171,0.9997,2019-06-19,1.002,9081.71,9280.54,0.0008500000000000174,0.22980466603386807,2.1656387425288486,9.423824067217511,1,1,1,0
172,1.002,2019-06-20,1.002,9280.54,9536.85,0.0020000000000000018,0.0,2.7241822590699294,inf,1,0,1,0
173,1.002,2019-06-21,1.003,9536.85,10218.87,0.0024999999999999467,0.09975062344138554,6.904531953277333,69.21793283161288,1,1,1,0
174,1.003,2019-06-22,0.995,10218.87,10689.54,-0.001000000000000112,-0.8008008008007905,4.502207484930705,-5.622131596807289,1,-1,1,0
175,0.995,2019-06-23,0.9922,10689.54,10855.99,-0.006399999999999961,-0.28180354267311036,1.5451000741220933,-5.4828979773132085,1,-1,1,0
176,0.9922,2019-06-24,0.9964,10855.99,11035.74,-0.005700000000000038,0.42240772402695176,1.6421726377951857,3.887648223237525,1,1,1,0
177,0.9964,2019-06-25,0.995,11035.74,11740.34,-0.0042999999999999705,-0.14060459977904557,6.187192879547317,-44.004199644038955,1,-1,1,0
178,0.995,2019-06-26,0.99,11740.34,12913.28,-0.007500000000000062,-0.5037783375314866,9.515357176755385,-18.887983995859422,1,-1,1,0
179,0.99,2019-06-27,0.9852,12913.28,11154.09,-0.012399999999999967,-0.4860267314702335,-14.618880251560517,30.0783461175856,-1,-1,-1,0
180,0.9852,2019-06-28,0.996,11154.09,12355.06,-0.009400000000000075,1.090248334342826,10.217043151283644,9.37129902376069,1,1,1,1
181,0.996,2019-06-29,0.9967,12355.06,11884.1,-0.003649999999999931,0.0702564359913719,-3.8859432422575626,-55.31085070604479,-1,1,-1,0
182,0.9967,2019-06-30,0.99,11884.1,10769.05,-0.006650000000000045,-0.6744853274273962,-9.844547005604086,14.595642937338448,-1,-1,-1,0
183,0.99,2019-07-01,0.9968,10769.05,10591.87,-0.006599999999999939,0.6845178175961373,-1.6589173125501944,-2.4234830268931713,-1,1,-1,0
184,0.9968,2019-07-02,0.9993,10591.87,10844.13,-0.0019500000000000073,0.2504884524823352,2.353610748273917,9.396084829259332,1,1,1,0
